artists_id;track_id;artist_id_1;artist_id_2;artist_id_3;artist_id_4;artist_id_5
51;6VwAh8Z1d5YKoSWoEaV4db;247;;;;
52;2D4BSm5Z8Hq5zYbSgJwEOh;22346;;;;
53;7LwGBxB0h0CVmkOZxYKn0g;1368;;;;
54;0ZwdH0m32I8odedwvspYTh;26597;;;;
55;3TwtrR1yNLY1PMPsrGQpOp;8578;;;;
56;3Et4LKZLnXygPYfNdeB3D3;1368;;;;
57;2E9viCx0hJKNKNThd2MdGQ;2413;;;;
58;0Zf1BPkkFAWGtVHeBwHHz4;11012;;;;
59;2SkJKMfjpYsNv0KWOxiegX;199;;;;
60;4qCbMMMuEB56kHd4zPE6GD;7389;18753;;;
61;11TK5KLtLZUdKr1C549bAw;7120;;;;
62;7BXW1QCg56yzEBV8pW8pah;11595;;;;
63;2kMrCPZ0o5gErBPLCRgoli;9111;;;;
64;5IjTZ1g8KrIuV97N3OQZ0V;9111;;;;
65;3bHhUEOTIbezeZ856R0BX5;7389;;;;
66;0wf17wsLRwnnfh241GkeH5;9111;;;;
67;4LGF2tDg3878bs0mQPByZ4;7389;;;;
68;6Uy6K3KdmUdAfelUp0SeXn;22346;;;;
69;0qJGlogD7AyMLAJfQ42aI2;8578;;;;
70;04JS6OitE9VGsIS3S94Osg;25117;;;;
71;3Vnes7v746dYzBn0FJTZ1W;13815;;;;
72;7cPuE0M35EajWPRO3nRcH8;13815;;;;
73;0U32q8CZRRo7xCzyiaZw5f;17598;;;;
74;4kQXMVjoZ9yMibLZq5Aqi5;3935;;;;
75;3us8sod4dLbM9FiMiPiEY8;1368;;;;
76;1PR5pyPiOEEQ02oJYq402x;3495;8506;;;
77;068qo0w1Ki0cjnFYOUhAm2;3495;;;;
78;2RFt6ZWQbr9mPhsft9u9eX;9111;12565;;;
79;59pUIlXjQupbiYwt40uUTi;17448;;;;
80;0VhZ5JYfqPojSYeGWnk4dL;12163;;;;
81;0ltIx8PLjtWoS9zn9PqsZW;13579;;;;
82;7ACW42whcdOiUxiNVu7ltx;26597;;;;
83;4qTHoIp62ngNDpUJwW3hZ7;3495;;;;
84;4VbDTk82rqWqVgoQC93CkC;1368;;;;
85;1pG5nd6gmfbMwUfT5shDQe;2777;;;;
86;2WZyfujzMweFLnozyUJBkW;2133;;;;
87;6gijbGNDNNJgT60Aj7UCyc;16313;;;;
88;5pq4v03P5PxMcnCagg4S3Z;3495;;;;
89;08OjvLnGR3M0HUhcePeMNO;1372;21152;;;
90;65VhbQdqvozUntjnlFkFbZ;13503;;;;
91;3PG6V5yuFfo4APiovOQoRv;20922;23164;;;
92;5O9R57EozcpLKGQBzadPVy;16714;;;;
93;6ta5yavnnEfCE4faU0jebM;4246;;;;
94;7BRCa8MPiyuvr2VU3O9W0F;12526;;;;
95;5ZhaKUsY68U0lgREFWfoxg;21772;;;;
96;4zcMBfbQZvBSHQBGDd6gsN;12008;;;;
97;7bhHLZxkRekrNPPkEdDTbn;2777;;;;
98;5rwq6R0Uq0BngM3rdmCeNg;10650;;;;
99;2lxBZVbkiCXC1soks2RXwV;2769;;;;
100;38YgZVHPWOWsKrsCXz6JyP;16280;;;;
101;6XrNrp7UtGgyZcHJ0ckL0w;20583;;;;
102;72R0X0h8YaxYNpegeoOl0M;19455;;;;
103;6R6ux6KaKrhAg2EIB2krdU;19455;;;;
104;2D9w6sabdMCLSheW5aegwO;11595;;;;
105;1Qo3taHLFSQpzLm5Sty7M4;11595;;;;
106;71M4QMn8nrok1KFVXwEEyU;11595;;;;
107;4lxGVzcUaSF5HW5jtWnShV;7389;;;;
108;1uSuY2qLCbx1QB7oPUVhFG;11595;;;;
109;6twvFrIoIINH8UW8EB8OnU;11595;;;;
110;2pelUnMKr07JjJpilj9Yew;11595;;;;
111;7d0bJhpp0mCYyMXaMgWyMS;12008;;;;
112;73CbJykoV6WapWGfTeRzTl;11595;;;;
113;3ixLIO5BsTmic0Pp27FaPY;11595;;;;
114;5ZetMq21bMQN5oo4TtdOxu;11595;;;;
115;73oHkllHIT8fdbzpxiXW40;11595;;;;
116;4MihgVRpD82EZoT61GW63w;11595;;;;
117;1BECZPXBXzobsfmlzj0g3I;11595;;;;
118;14vExHBkh1prEAN94wZug8;11595;;;;
119;0fzCtVM9D5UEwiLqcY8Ouq;7389;;;;
120;6IF2P93LkyW4GqDQu1yS7H;24426;21553;;;
121;34dnNAUoIPcwnK0RtVMBWZ;26597;14647;13503;;
122;5aDpULK8MbJmHl42kR5KNI;10650;;;;
123;1fI1TMpz7FVkpoYBhmiywp;7399;21119;;;
124;23Mcmg5O8rBKAOzxvrTjnD;13579;;;;
125;0gVbkmFqq5fIkXtJJ3UTfM;3495;20587;;;
126;00DuOxungwHwVUX2m37P0P;4640;;;;
127;2lFlveK1y13WWp3vnQtrr3;8578;;;;
128;2WD93lsfJonaKtrQtpLB2R;1368;;;;
129;7njTGO45SkaBTNu35t2Yq0;20583;;;;
130;6ivkBaxvclVhwZDE2uwldj;4176;;;;
131;6Cvti10W0AzmzG9D1tpuKp;25416;;;;
132;5RO0MNa5hBKIM4OcjygadU;12494;;;;
133;1esE8j1nVyzEQ5rVhYXoJT;19455;;;;
134;68Yc9ylRZZPtsuVgtrxcDj;28115;27943;;;
135;3tjjCCdXSdaVEo4q4y071G;26068;;;;
136;3tob5ofeuvFKKSbOTldenC;25416;;;;
137;4E6cwWJWZw2zWf7VFbH7wf;22346;;;;
138;3uAdZpIbMTtVXitHVibLMV;1372;21152;;;
139;2LC523tbEPFpc1pnikbt5b;1753;;;;
140;3ISLwA96mtx13Wx7K1PPPk;26597;13015;20923;;
141;7Ca2CkwSqHyr3eCh8IRdjz;563;18767;;;
142;6ql0ffq6Jvyh9OKqrJCMaP;1224;;;;
143;1EyvonxK8OGHRV4WDRdArc;3495;5118;;;
144;0EKBV6GybPtALXUgWqWrym;3531;;;;
145;41A82PidFKhGX5hm1WoaDs;12008;;;;
146;5oV8bZaShr2d01FFMHBUPq;13503;;;;
147;5nMRpGfqQ0tb1TMbqBVK2J;25416;;;;
148;04qDUASuSfVp6fktfsxVej;3912;27187;;;
149;3g61xRaqII8q1wlQDzv550;3495;;;;
150;3dglCYsVMjPbDlU2CC9Vq7;11595;;;;
151;2f4jlGvGi3ZDGogXys5FUp;20583;;;;
152;3NCg46FWgnANZc9HQHQOQR;19455;;;;
153;0muntSMuAZzcwYBBMZj6sf;20339;;;;
154;4bXoVtbp6fN8FaSQvGQB41;4640;;;;
155;3FRARAKLpHw3er9ZaTwaHO;12008;;;;
156;2Dzhwe90lhHXVU6lk7Nx0H;12315;;;;
157;12niARgkwxGsklcEwh6GlG;6999;;;;
158;5wQci5VCUjdbKnRD61XYwu;12526;;;;
159;0HQnJee8ShSDu2AYwibxst;1462;;;;
160;4VoJCUgNmnqG2qF0peDBkw;24063;;;;
161;1bhpBRCLsVg3p7BWARbaDS;7389;;;;
162;6NSlOEEtWlqvEFrjQsry77;25730;5994;24109;;
163;1HqVCK9h4LiJ61aRrrKTAt;8910;;;;
164;0wP19iM8ULJyV0r0LFDsDv;24603;;;;
165;27Fq4XyOkogdGLcfsVdjFb;13184;9356;;;
166;45jGOHwYKgsRYbAJ8DR61d;17598;;;;
167;4iObEYRE4FLm0D90gmZFef;25824;;;;
168;3akr0ZrJxLMBLIFeNNKffW;16160;;;;
169;7BRwh1bemr9rFMDeTbcy5S;13503;;;;
170;3rzRo91l4htQvMXhsiECAX;26085;1831;4794;;
171;0v1vufjir4OE4iRckLMoLd;28083;;;;
172;4vAnqYqm1DOo5IDVcxORX3;4019;;;;
173;2X5AFygz5SDYlXagyPw8kX;28115;;;;
174;13GvSZgg9LOs3M9uGbWsPE;1887;;;;
175;4cR4nao0hqqBtklQmGVqbe;3495;;;;
176;4x7AdVDV9IFWp8pg4LMz90;12339;;;;
177;5eNYumDY5PCXtKKJ0SWg2r;25117;;;;
178;7aohwSiTDju51QmC54AUba;11012;;;;
179;7g3ryXLtXExZ0OFCj17Ae1;28115;3041;;;
180;5auMzVHFr5Zfw6IbKarZ56;1566;;;;
181;63bmIgH9sS6sX5Sc7MetGq;28115;;;;
182;14BMBNRzv24eG6OKoIgPfP;2777;;;;
183;5pEmeoMUW38w1oU3kPelvR;1368;;;;
184;2h3VsZVKQeT0yLNQtCIRjn;12339;;;;
185;1dcNEEtODRVZEevQ20Cgmy;28115;;;;
186;6huS9u0BDfeQHq0lObNLPl;26761;;;;
187;14NiShC5b46yQxBN1mu9VJ;1372;21152;;;
188;3DyhwZyBFedvnt68fMi6vf;26597;13015;20923;;
189;5e9DrLUUZraUE7mmniufjn;28115;;;;
190;2z3HKlpENvfz1Am2MNF2pL;6999;24862;;;
191;33JX2be3eKVhl5xk8YQhVc;20922;;;;
192;29Ns3avs48iQhNQgrHMEkm;16725;;;;
193;2XDxQ3VzovLzh60zgOaNEi;25954;;;;
194;0J4sK2VO75cRSVoj0FokQn;4019;;;;
195;7bpR5j22mNID1pXwgRcZP1;12008;;;;
196;1U1GtaJeYwGsPgqV9Me5bb;20922;;;;
197;34p2uL1CvmaHn3uLfOKt8d;26761;;;;
198;2EKxmYmUdAVXlaHCnnW13o;3495;16731;;;
199;1jkBuvWI9IGEz9thXiKOlP;12526;;;;
200;7K36drJq6lInkW6Kkojucp;7120;;;;
201;4PuUa8e5s7P3Zv1IdCGIsa;20922;;;;
202;72SPsHheqN6J3sI520jT9E;1201;;;;
203;52J3WARiRHMtXbFXUWrVgu;3495;;;;
204;03VNgdCL9t8aPyvwZecglI;11595;16738;;;
205;3M6NL7PxIDZ3ArfPrBUTUP;5898;;;;
206;7jJH8F3PHlNvxfqEAAfFDl;22346;;;;
207;6JNEDSev5Tp5VQR04SEBfV;17189;;;;
208;1gRa1tyGV1GY60QgU5DkQH;5764;;;;
209;5DUAKXpyv3nL50PnAQbPS0;9392;;;;
210;6OCsvPU6P84wJ0erggCRv4;732;;;;
211;6hy5eqMQ36KAChR1ZZ05zc;12163;;;;
212;4Gcx0DkgBVticyPDpezwg5;12163;;;;
213;0fUB9bwvKLRpOB18YZHz5N;384;;;;
214;0I0l2Oo5zjpCEphpDJL0Pm;17598;;;;
215;4v0RBzYNzTknP6d0zN2VQb;1718;;;;
216;1FQH1FxPwwIj9aKyPBDf9b;12339;;;;
217;4YgEwanzISFU4xa27saTux;28083;;;;
218;7pKMoXeiCv40wbrjII06VO;3495;7814;;;
219;5MYPzdIWgx3pMLRGlq2fVq;28115;;;;
220;2Qw1KFrJ1q6qHXxWGh51kC;3495;;;;
221;66V40iz2mphPbYvuJVj13i;25824;;;;
222;4Bo6FwC7Oe9zywSZc6q7hO;11595;;;;
223;6Xbi3gOwMal0Ds3ETvBBwe;11374;;;;
224;6QXolVfFVjUHPp5TVzsjIF;247;;;;
225;71ehTADpxs85ULrZgSEKCy;196;;;;
226;4zYkSXrfgJyrNkNv3mTiIZ;21759;;;;
227;1nFJAKHt0jgzVogbNJT3Zz;19455;;;;
228;1RZkqIEM5aV000fKgz9J46;13503;;;;
229;0n3E6m57nDZJDyUHllaMDp;25416;;;;
230;2gBYjMXW65daBB1elr68JK;4019;;;;
231;1FF6TogE9ELY71XnLPoEv6;1372;21152;;;
232;6G8xunNOicxhPPq9sG2raG;3495;;;;
233;6LsHKNorX6fPBNcGxU1jQZ;1372;21152;;;
234;1uxm47Qn1JhUWZHQfcY6w1;13503;;;;
235;2nBrIzKacrNdIxs90FlsT1;21759;;;;
236;5mdjfBsyzl78NQI4sI4IzR;592;;;;
237;7mQmu0JSoEyYU763IJXhIA;12315;;;;
238;08feveJTNL1OMLSrdoHQ6Q;25555;;;;
239;4ngv7whSPSAwD8ZP3zMHsd;11201;;;;
240;24UxG3p1Ghtc5ejJtGBoeL;13503;;;;
241;4yRlTvPVfEyhXfp6GZurq9;2155;;;;
242;5xQTEPjGsLuvwnnvyK3fAA;4640;;;;
243;3Mq1SOKwAPYgE0ZtPzvWZZ;20099;;;;
244;38ssTLOvoZyL4CLa4ImDG9;13503;10916;;;
245;0njuNwIyB3DoBHC0SFUkOr;1372;21152;;;
246;5sdliaZjk3rVGuT13UVhxn;12526;;;;
247;2Dz5WpEWA0vhnMmEPYiZ2y;19455;;;;
248;5w8Cu20Yt1ZNQuVdcafTYC;19951;;;;
249;1FHCU1rDAeaPsBW9byjJ0Q;13768;;;;
250;0x26yM2rrvtoHGRXXzppx3;24611;;;;
251;0Kt5AHOpQAkEsHAuPeB0le;1026;14760;;;
252;07m8PuXxxv5J4qPEDq6ZkK;2769;;;;
253;1YjMWOorkBaP4MdKkKtp4y;25730;5994;24109;;
254;0KF5nzdiqZlxVK68MPITst;2769;;;;
255;2fSIF8CJhoc9CJhF9vJDXp;20922;;;;
256;6J0bdIZElZMymahgVWRE9B;7389;;;;
257;5sVyefkGgQeYCgnqr4KslQ;12553;;;;
258;1MGIxsVtqK2npdPmI8Dj0D;5898;;;;
259;4M4suTUnAYZocl09XEKBZN;20922;;;;
260;2C9ePPz58he8jmYEod9pvT;3935;;;;
261;4j0xGuo8Z47wfBiVunT6VR;20583;;;;
262;0JzOJIS7ktLq5Ux6LtYJuW;12163;;;;
263;298xJ2nBaWWS0Je5rtlSxT;15348;;;;
264;33SH8ZC36EzoRstHbaFE72;3495;22372;;;
265;18PrtmAcNMgZNy1edWuXGb;17588;2681;;;
266;4CU3t2c3TIpmzX44P1VCFi;1887;;;;
267;0dnRlO7IDzbN9ixVld7hz6;25487;;;;
268;1XW1lKfocLOAUdp8rUQoNC;26597;15523;;;
269;1TZBg0IBHvqfSAlHvVd8eH;12339;;;;
270;5j5OayPyUCnJSK0RynvqgK;16272;11340;;;
271;0Pi3Ua6fJV1Yx5MGXhfybT;2777;;;;
272;0c99BUd87HQfzgUUQqRyds;13503;;;;
273;7JRJOLKHz88pR0YS4pVCao;9757;;;;
274;0xlyMQ56pZAoGuLCs7GH90;1372;;;;
275;5dH4xnErpUOIDrGySWGkfJ;21772;;;;
276;2Sg5gtKvSiRf7TBjI0ObF2;12339;22351;;;
277;2AHZHeLTPuGILKyr4l8uTU;12084;;;;
278;3JKLrIrHpbHtDU1oeYtbYD;3495;;;;
279;2CsHDQ1WFLQBBpIEuLcL3z;28115;;;;
280;24Gm1mIhO28NmgT17S95JE;16154;;;;
281;6j9kSGlYLZdZ9sZkY9DjzY;28115;11475;;;
282;2UJy2HHo4afrQbI5FizxLM;4815;;;;
283;7HSk4yGZxfjOkHyOvZrBQZ;12191;;;;
284;2Jhx81CSHw8xWwBqRM2mZR;4640;;;;
285;5P6ZBMWS66FVo6deJaDdHy;25117;;;;
286;5SgFX13gtlQfsNUpoPshwD;16154;;;;
287;7vu53hQrIoH7UGeh6qcct1;28115;;;;
288;2KsdoMZsL2ajnjjYUWm1ZT;22348;;;;
289;4NxUuupOGPquDhy1yFIZK3;11012;646;;;
290;0avtLG17MT8kDf9xc67Niv;21600;;;;
291;6jI7y83WjuyBne9b3IvdSs;1368;;;;
292;0ngtyvPUKR4YTtkVKvZP02;20339;;;;
293;5PoaNLRYLL7rywHSPUOZs8;12008;;;;
294;6DwgZO7AMYelPFwr8WPhpg;20339;;;;
295;5X3w2MfxgMTZkn2mTPQs0u;12526;;;;
296;5PCwedwyeLZQ6xAUIKbwos;8996;;;;
297;32kyGOJpEOTFKR9wvPSsxJ;24611;;;;
298;0ifc4mq2mVNefgQFmtXQpt;7963;;;;
299;2gJ3ZOaiWr3jGHwevufOxr;3596;;;;
300;37jsciEAFxwyjXx0kV6aO6;20676;;;;
301;22KbVMZekQbkrHGrubQTpQ;8578;;;;
302;4RiKD76gS8huCzwWqw0EGC;25070;;;;
303;3XFhSbm8EdZD6Cjrm1dNJQ;8843;;;;
304;3nImoHhXBOqYcdTN8gt9eE;16261;;;;
305;4AYITlwiumljGdv0NIGR4T;12339;;;;
306;3YvutLE6lwEyW4WMF5FIi6;1753;13503;;;
307;3geIJghtdmVc7GeJio1xlj;12339;;;;
308;1yycinn2WICj4UKGQ9xPjD;10806;;;;
309;5Z8O4RFAmjA13jrOYIgyXA;13503;;;;
310;1ABd3bWsG4FCKePjXeVfJG;16746;;;;
311;4I18rXWixQBWc8JhTqx6Xn;8000;;;;
312;3IORLAm07yxo4T7B8cRET3;11595;;;;
313;4sAX65hbNtEC1lceCdGuMt;11129;;;;
314;6Xrq1dAFgZcSi5HuuHe27i;20583;;;;
315;2TRXV6DoQLjdRrBR6ED6NP;26761;;;;
316;6xXvAzowcCQmoKdDr1oIFJ;1150;;;;
317;5L4G3nwKkd4wykW4BV9sVe;11871;;;;
318;0QzY6rP7C8IWMnpEyuQmC6;5617;;;;
319;3XdStlaHnq3JrmQDCRqEET;27960;24655;;;
320;4h3rI4uxGsbA4LsLt1nB2t;12339;4310;;;
321;2KhS0LVOw9ralhfbcIi7vL;9757;;;;
322;6fPblqm2OhtEKvaUEQzLzJ;16154;;;;
323;0wFSrH6x1iQOdUljUueAcd;3207;;;;
324;1wSZdWFZphxDh6iJhWlIUi;2777;;;;
325;5ZpSUdy5wL5Hvwsqz6JCAt;24063;;;;
326;3mDvi0k4LuCA7ViLf3Qb3O;16292;;;;
327;5D6xoqZwDoqRO5V9rNgxFO;3495;;;;
328;09t3kwndNebf3RV8DZ5pw3;15507;;;;
329;3yVSlc3y7YWZPAreTHjH9v;16154;;;;
330;5LHruF9uFyPxGpimaknrU8;3495;;;;
331;3SxMBVdL2gxhX5V5dXF9jy;4019;;;;
332;6XCPQygbj33s7OUxlbo6bX;26466;;;;
333;0IZJR2XrPdWqHdnpaPixw9;16154;;;;
334;3VIbZxc3oo1eAlb7tcRsG1;12008;;;;
335;3SBzDgdTwHOMSik82ZI6L2;11012;;;;
336;2hSag78vkaBXqpaDF3serw;16033;;;;
337;3wpZTp7HM8Dv25oExNgCC6;11012;;;;
338;63wsZUhUZLlh1OsyrZq7sz;3495;13503;;;
339;2FSkBDGsqZIxcsnKNgtMLx;3495;;;;
340;3e5UDAmMzMUM95PqjVHC4L;1368;;;;
341;2jcDDdBy1foaBC8X9owMrZ;16154;;;;
342;7KC4B2R255iYIPVG8S7Eey;10062;;;;
343;7DUnyslSCb05yeSmGGTJ81;3596;2782;;;
344;2lXGLbSXrSACMa2oelt4TE;10062;;;;
345;6uZroCk7E7L7RhY7NAvC3Y;16154;;;;
346;6ITdND5IQ7lHzjkyJZSt53;16154;;;;
347;71vcffc4Yfz0pt9AbaL386;199;;;;
348;7wbSp6u3cGj5GTN0lNxZ4X;21161;;;;
349;0HL3y3bsKSARBSP0qaImwb;3531;;;;
350;1yZWcHtL0KMhKadWXG26SG;17256;;;;
351;4N1PJshrO7sHB468RoZQjL;8843;;;;
352;3NrUMv6TqphWgk2PdDdg4H;9392;;;;
353;42mkE3wbofBNickLHgdVlo;9392;;;;
354;3Re0unscFRNOkwwEGtxhCO;9693;;;;
355;4H7MpMZ4p3Cc06B11bcgL7;11315;;;;
356;7AKxbxzkxm2ERWrd1ggniO;10806;;;;
357;6JAXWoK53LV3hYARf4TzzP;25824;;;;
358;7zCuUs0JXXPIH7GA8tWwii;3495;8506;;;
359;5LuSu8fS8PGCH88EDPLYcy;1150;;;;
360;4nmjL1mUKOAfAbo9QG9tSE;9265;;;;
361;4A6GiKusHlmrtqCyKAyPg2;21304;;;;
362;6y4PDihMDJdFRjhunzpJ6s;12880;27079;;;
363;45SbQo5bq8f0hNdB70IyFC;3495;;;;
364;4l2fpkIEUWv7G9DNp9M2nr;2415;;;;
365;1wflx5YklLYToaIbXkrZSq;13503;;;;
366;6f9qzNP6elRi8i2NgqGoE5;12163;;;;
367;39dhIbeOy13KQlVlLM0m8G;1150;;;;
368;3m0jiOJfxIqGGsRKMOA2uQ;4019;;;;
369;6IiFTtc2ipIXW5HzwFzOjh;4640;;;;
370;2JI53ZVCxMucM68UpCtZ5C;27393;;;;
371;0Bv0qHGKNiwzDtHzXrjmIn;24341;;;;
372;7z2DKGAsPPdxOwTzMaVYD4;24655;;;;
373;2XW4AAjfBQTzp7Oe1tU702;26761;;;;
374;7Afr3PKTtlFGHGiXYgnv6P;2769;;;;
375;5CijCh8uOTWZO9DQpYwAXw;19455;;;;
376;0voYwjeuMfvXlF76oesZKu;12527;;;;
377;6xMm545wcSYbhNFB2Jr2EP;3495;;;;
378;7pq5vONxrAy8T773nhkiW3;9111;;;;
379;2dS2710jYUM8gE2V1KC3uG;12315;;;;
380;2jcdviEbZPIpwM10JBQNYc;16154;;;;
381;6wVxhM5GJiZCro0xPWox6g;2414;20799;;;
382;7oyFihJppZYPP7o0NfoHnZ;199;4736;;;
383;2a0WwSvmFdXPTdDMilPA1y;12191;;;;
384;78ylzQxu8Ht3gbFq5hI9Vo;26408;;;;
385;1BZnc6VaggPnrQyjem5Dpf;16154;;;;
386;2K3jLUSLeHrPMA3nKvP1jT;16272;;;;
387;674WNL7f5Xo8XxtipzB3ao;25416;;;;
388;73Nw51XTNstlk3Wu1K26cB;24063;;;;
389;5OWl1kO0gRlPxmp1wFyIWZ;7389;;;;
390;5QjuTblPokfD03fkfHUuVK;5781;;;;
391;2oLaalXlOgiJ70CaI992BA;12191;12510;;;
392;0rQ146AWbwiDC1DheKXJxm;8843;;;;
393;5ZUObJNpVt2l9GogUSfALc;12553;;;;
394;1jyddn36UN4tVsJGtaJfem;20922;;;;
395;73JI06Eznb1N22KHpo3HL7;17256;;;;
396;0YG5wOXVpvNUyPihvr1zsa;5898;8907;;;
397;0wKt65XM5Wit3QH7lZtESU;25070;;;;
398;6339iq4yAm87arKgnNc922;28192;;;;
399;6mFsYlDjG2Esy5hXhNy78t;9392;;;;
400;7c0YUDcJreOv1OoBGf1KdH;10458;;;;
401;3V0NxWbbUTa3BUAnchm11i;10806;;;;
402;3c8k1iPo45JM4fKvIfumwh;1718;;;;
403;4GiLKZ6Fd3d5UMJMGuzAA0;16280;;;;
404;6cYx8rBh13laBDAzvD7VrH;14304;;;;
405;1jUyxF7NmNXGlZQDVw40O8;4945;;;;
406;4G8wt3fUBpgBjI35TBF2eQ;20583;;;;
407;4eSOx2FzrVXpKmtssY59LB;3535;;;;
408;0YhsOegsemgmT7ZHdWheUy;2413;;;;
409;1WSF2SjtfkV8LjTlF8uCZH;9111;;;;
410;4efRaNW2VgDf3pjbm8y4tr;2413;;;;
411;4khjcb6Mpegp1N596VVyf6;4945;;;;
412;1WiVvolTPvAsVOd64HZi4X;12526;;;;
413;1YnLthg0HOs8YTzgN5hVh2;13503;10916;;;
414;0N7UyDRbyHe2L63ilYDcRK;1372;21152;;;
415;5EndcDV7pcbLO4jE2GBZwC;13848;;;;
416;0MjXRAftpVBuNGYsNV1obJ;26761;;;;
417;2O16qeSdWeec3Kte6TKW9p;10062;;;;
418;1W5j84OLhShyEIJEwaLzaU;9111;;;;
419;3KAQ4xe2sR6IiltZw8HSA5;2149;;;;
420;60wxK3idlzc3lykP8cYZ2l;9111;;;;
421;2O7FC4XbIrJ6Ib8bsq0FYC;26761;;;;
422;1CYBnHYYbOAsuDCGa0zrw0;7120;;;;
423;1ytsxlw6P6gsCc3RrYweyj;19455;;;;
424;37bc0lXXN8Udi7IPwL58Hn;3495;16725;11340;;
425;5IGYPdHMSG4PLXDS9LDPJS;7324;;;;
426;53iFMaNUXn6Oj8hUIKSO5a;19843;;;;
427;68KCwQ2PNKNT17sEx32DEG;25117;;;;
428;27wq82gy6a868oA5HNLRGv;7389;;;;
429;24M6MHeugm1sHHNzCP5eV4;24433;;;;
430;5DZVpQguB5TGP3MdkN3JSP;24433;;;;
431;2HUZVffVPXvqnrml0gXggp;10651;;;;
432;5MTsZG10E0hTvAkdioyPnw;3751;3419;;;
433;2AN3wNGUW0IgzfuurtVEDS;15708;;;;
434;7jIAttgQTpLDoNtykIQXjH;27129;;;;
435;353rT3h7ABEWWBe6Hr7EZD;5898;;;;
436;0GgFpUEQzr5RuDZC768g0k;7116;22684;;;
437;5hhhrZMKz1NEZM7jRWufbf;8843;;;;
438;4zESVuAPxaC9bqQKjiWgH6;10153;;;;
439;7EcFRiCKqijYsuA5UbNnQZ;8843;;;;
440;4WbTMyywJtvUNhmVKa0oSM;25070;;;;
441;0R7EWhquaAICmyE5MZqt3q;2769;;;;
442;5u2HaXFymnYNePtwI5bU3t;8843;;;;
443;79keCNa2NAa4xMInUQCATJ;25070;;;;
444;61X73CJcpwGIxgQgKEXbw0;3531;15208;;;
445;78Vs1Oo42MrcbwB8vQhhsz;9392;;;;
446;4dzurJ1Q1LIr8X7doV3yT0;12339;;;;
447;0goA2cYxU9k2XfQHzo6WcP;26412;15972;;;
